property_type,places,currency,price_aprox_usd,surface_total_in_m2,price_usd_per_m2,latitude,longitude,has_garden
apartment,GustavoAMadero,MXN,33542.3,80.0,419.3,19.511898,-99.099573,No
house,MagdalenaContreras,MXN,151636.0,124.0,1222.9,19.304898,-99.241515,No
apartment,Coyoacan,MXN,189671.3,214.0,886.3,19.330159,-99.149842,No
house,MagdalenaContreras,MXN,180047.2,320.0,562.6,19.31421,-99.232144,No
apartment,MiguelHidalgo,MXN,158059.4,94.0,1681.5,19.40933,-99.188609,No
apartment,AlvaroObregon,MXN,46943.6,60.0,782.4,19.362683,-99.189959,No
house,MiguelHidalgo,USD,5000000.0,2000.0,2500.0,19.420166,-99.220367,Yes
apartment,BenitoJuarez,MXN,114661.6,150.0,764.4,19.39252,-99.127983,No
apartment,MiguelHidalgo,MXN,40129.7,80.0,501.6,19.400249,-99.177444,No
store,Cuauhtemoc,USD,375000.0,1000.0,375.0,19.441646,-99.151884,No
store,BenitoJuarez,MXN,126711.0,69.0,1836.4,19.371992,-99.157853,No
apartment,Cuajimalpa,USD,950000.0,560.0,1696.4,19.35735,-99.299792,No
apartment,BenitoJuarez,MXN,52029.7,70.0,743.3,19.378477,-99.138398,No
apartment,AlvaroObregon,MXN,114138.8,56.0,2038.2,19.339581,-99.197517,No
store,Cuauhtemoc,MXN,41622.3,50.0,832.4,19.438125,-99.130295,No
apartment,MiguelHidalgo,MXN,53073.5,84.0,631.8,19.440888,-99.177706,No
apartment,MiguelHidalgo,MXN,495463.4,288.0,1720.4,19.444634,-99.2029,No
apartment,Cuauhtemoc,MXN,274034.7,137.0,2000.3,19.405298,-99.164986,Yes
apartment,AlvaroObregon,MXN,246572.7,209.0,1179.8,19.390806,-99.195413,No
apartment,MiguelHidalgo,USD,1000000.0,240.0,4166.7,19.420166,-99.220367,No
apartment,Coyoacan,MXN,175902.6,120.0,1465.9,19.304179,-99.181916,No
apartment,MiguelHidalgo,USD,626379.0,160.0,3914.9,19.426027,-99.191993,No
apartment,Coyoacan,MXN,79048.5,97.0,814.9,19.3161923743,-99.1214597227,No
apartment,Tlalpan,MXN,605894.6,250.0,2423.6,19.298863,-99.204442,No
house,Tlalpan,MXN,124340.1,360.0,345.4,19.288275,-99.167125,No
apartment,Iztapalapa,MXN,34246.2,54.0,634.2,19.332262,-99.04778,No
apartment,MiguelHidalgo,MXN,68229.0,10.0,6822.9,19.445355,-99.179624,No
apartment,Cuajimalpa,MXN,574418.9,221.0,2599.2,19.390415,-99.254997,No
apartment,MiguelHidalgo,MXN,90108.8,70.0,1287.3,19.436404,-99.173617,No
apartment,BenitoJuarez,MXN,269996.6,91.0,2967.0,19.3867842,-99.1771664,No
apartment,MiguelHidalgo,MXN,189671.3,68.0,2789.3,19.407269,-99.190754,No
apartment,Cuajimalpa,USD,900000.0,285.0,3157.9,19.3806898,-99.2656223,No
apartment,Iztapalapa,MXN,39594.5,50.0,791.9,19.374212,-99.125887,No
house,MiguelHidalgo,MXN,644145.0,150.0,4294.3,23.634501,-102.552788,No
apartment,Cuajimalpa,MXN,895882.6,294.0,3047.2,19.3805717,-99.2653455,No
house,Tlalpan,MXN,49244.3,90.0,547.2,19.292921,-99.227399,No
apartment,Iztacalco,MXN,53577.1,70.0,765.4,19.408032,-99.069183,No
apartment,MiguelHidalgo,USD,600000.0,288.0,2083.3,19.407269,-99.190754,No
apartment,Cuauhtemoc,MXN,319742.8,89.0,3592.6,19.4096083,-99.1806878,No
apartment,Tlalpan,MXN,94858.2,78.0,1216.1,19.288275,-99.167125,No
apartment,Azcapotzalco,MXN,55531.6,75.0,740.4,19.498877,-99.207909,No
apartment,Iztapalapa,MXN,27818.5,60.0,463.6,19.292928,-99.064868,No
apartment,VenustianoCarranza,MXN,50936.2,50.0,1018.7,19.445553,-99.097057,No
house,GustavoAMadero,MXN,104870.1,492.0,213.2,19.423199,-99.043289,No
apartment,BenitoJuarez,MXN,64488.2,70.0,921.3,19.366738,-99.14554,No
apartment,Iztacalco,MXN,68070.9,75.0,907.6,19.400731,-99.125466,No
house,MiguelHidalgo,MXN,368892.8,340.0,1085.0,19.455666,-99.188522,No
house,Cuauhtemoc,MXN,136984.8,255.0,537.2,19.44994,-99.069634,No
apartment,BenitoJuarez,MXN,279304.6,127.0,2199.2,19.371992,-99.157853,No
apartment,GustavoAMadero,MXN,44794.1,80.0,559.9,19.464922,-99.122093,No
apartment,BenitoJuarez,MXN,281120.1,98.0,2868.6,19.390283,-99.1770974,No
apartment,Iztacalco,MXN,28984.4,60.0,483.1,19.3948036,-99.0976808,No
house,GustavoAMadero,MXN,171652.6,234.0,733.6,19.457458,-99.065399,No
house,BenitoJuarez,MXN,258926.8,250.0,1035.7,19.400408,-99.166622,No
house,Cuauhtemoc,MXN,147030.1,255.0,576.6,19.407011,-99.151322,No
house,Tlalpan,MXN,42955.3,80.0,536.9,19.303387,-99.135042,No
house,BenitoJuarez,MXN,1027630.1,372.0,2762.4,19.394073,-99.153915,No
house,BenitoJuarez,MXN,572620.8,201.0,2848.9,19.394358,-99.177444,No
house,BenitoJuarez,MXN,271060.4,60.0,4517.7,19.3588026602,-99.1604260728,No
house,Coyoacan,MXN,226551.9,173.0,1309.5,19.353058,-99.166737,No
house,Coyoacan,MXN,187037.0,261.0,716.6,19.301271,-99.139389,No
apartment,Tlahuac,MXN,16967.2,47.0,361.0,19.302014,-99.05187,No
apartment,Cuajimalpa,MXN,399458.2,168.0,2377.7,19.382275,-99.270241,No
house,Iztapalapa,MXN,63223.8,143.0,442.1,19.3754117,-99.0992764,Yes
house,Cuauhtemoc,MXN,283980.1,100.0,2839.8,19.43447,-99.129751,No
apartment,Iztapalapa,MXN,22766.0,52.0,437.8,19.359004,-99.092622,No
apartment,GustavoAMadero,MXN,151334.4,85.0,1780.4,19.5010872,-99.1230477,No
apartment,MiguelHidalgo,USD,1150000.0,170.0,6764.7,19.430456,-99.1889121,No
house,Coyoacan,MXN,922232.1,305.0,3023.7,19.34841,-99.1790652,No
apartment,VenustianoCarranza,MXN,26595.3,50.0,531.9,19.409843,-99.125509,No
house,Tlalpan,MXN,222547.7,160.0,1390.9,19.290953,-99.124863,No
apartment,MagdalenaContreras,MXN,214857.5,88.0,2441.6,19.315498,-99.220634,No
apartment,Iztapalapa,MXN,46838.3,70.0,669.1,19.359407,-99.060657,No
apartment,BenitoJuarez,MXN,368365.8,136.0,2708.6,19.3689246,-99.17846,No
apartment,Cuauhtemoc,MXN,114425.4,110.0,1040.2,19.430532,-99.154981,No
apartment,Iztapalapa,MXN,26870.1,50.0,537.4,19.369859,-99.135812,No
house,Iztapalapa,MXN,65873.7,135.0,488.0,19.3282768197,-99.0325963497,No
apartment,BenitoJuarez,MXN,67069.9,85.0,789.1,19.375299,-99.139692,No
house,AlvaroObregon,MXN,1053729.7,531.0,1984.4,19.32926,-99.270241,No
house,AlvaroObregon,MXN,242182.2,190.0,1274.6,19.338074,-99.245144,No
apartment,MiguelHidalgo,USD,1200000.0,215.0,5581.4,19.407269,-99.190754,Yes
apartment,MiguelHidalgo,MXN,53582.2,79.0,678.3,19.457485,-99.21067,No
apartment,Iztapalapa,MXN,121178.9,120.0,1009.8,19.313878,-99.094271,No
apartment,BenitoJuarez,MXN,48203.1,85.0,567.1,19.383446,-99.137643,No
apartment,BenitoJuarez,MXN,71653.6,80.0,895.7,19.391834,-99.188695,No
apartment,BenitoJuarez,MXN,57955.1,65.0,891.6,19.371992,-99.157853,No
apartment,VenustianoCarranza,MXN,13171.6,50.0,263.4,19.453817,-99.13563,No
apartment,AlvaroObregon,MXN,41569.6,60.0,692.8,19.357504,-99.234987,No
apartment,AlvaroObregon,MXN,80399.6,65.0,1236.9,19.334265,-99.20502,No
apartment,MiguelHidalgo,MXN,225002.9,108.0,2083.4,19.4032833,-99.1821858,No
house,AlvaroObregon,MXN,1517730.6,1000.0,1517.7,19.320576,-99.20929,Yes
apartment,Coyoacan,MXN,33990.8,60.0,566.5,19.329003,-99.119662,No
apartment,Cuauhtemoc,MXN,948356.7,360.0,2634.3,19.410631,-99.174294,No
apartment,Cuauhtemoc,MXN,40578.2,75.0,541.0,19.446524,-99.142241,No
apartment,Azcapotzalco,MXN,36625.8,68.0,538.6,19.473486,-99.185753,No
apartment,MiguelHidalgo,MXN,558609.2,280.0,1995.0,19.3799427,-99.2658645,No
house,AlvaroObregon,MXN,137860.5,83.0,1661.0,19.3599053481,-99.2199446261,No
apartment,Coyoacan,MXN,59066.8,90.0,656.3,19.303736,-99.163605,No
apartment,Iztapalapa,MXN,13849.7,55.0,251.8,19.332428,-99.061256,No
apartment,AlvaroObregon,MXN,79048.5,69.0,1145.6,19.354614,-99.256729,No
apartment,BenitoJuarez,MXN,55882.8,70.0,798.3,19.379612,-99.149561,No
house,Cuajimalpa,MXN,1580594.5,634.0,2493.1,19.382419,-99.263453,No
apartment,BenitoJuarez,MXN,53158.1,70.0,759.4,19.399375,-99.149986,No
apartment,Coyoacan,MXN,175417.3,670.0,261.8,19.303921,-99.181767,No
house,Cuauhtemoc,MXN,395148.6,350.0,1129.0,19.408034,-99.164276,No
house,Coyoacan,MXN,94308.8,193.0,488.6,19.31973,-99.111693,No
apartment,MiguelHidalgo,MXN,337273.5,100.0,3372.7,19.407269,-99.190754,No
house,MagdalenaContreras,MXN,534894.6,199.0,2687.9,19.3104385,-99.2410889,No
apartment,Azcapotzalco,MXN,70801.0,90.0,786.7,19.484703,-99.211365,No
apartment,Cuauhtemoc,MXN,112600.1,112.0,1005.4,19.431629,-99.162762,No
apartment,VenustianoCarranza,MXN,31980.7,57.0,561.1,19.4245061583,-99.0594291687,No
apartment,Iztapalapa,MXN,71653.6,98.0,731.2,19.3868908,-99.0370218,No
apartment,Tlahuac,MXN,18719.5,45.0,416.0,19.302192,-99.049333,No
apartment,Coyoacan,MXN,53740.2,65.0,826.8,19.323772,-99.116562,No
house,Tlalpan,MXN,308289.0,300.0,1027.6,19.265581,-99.171181,No
house,Tlalpan,MXN,948581.6,413.0,2296.8,19.2842404,-99.1642752,No
apartment,AlvaroObregon,MXN,42622.9,60.0,710.4,19.35944,-99.217652,No
house,Xochimilco,MXN,208111.6,311.0,669.2,19.271814,-99.136235,No
house,Cuauhtemoc,MXN,1370173.4,180.0,7612.1,19.405298,-99.164986,No
apartment,Cuauhtemoc,MXN,107470.8,80.0,1343.4,19.408904,-99.174556,No
apartment,VenustianoCarranza,MXN,88007.3,58.0,1517.4,19.4068945,-99.1237906,No
apartment,BenitoJuarez,MXN,178633.5,95.0,1880.4,19.366315,-99.162803,No
apartment,BenitoJuarez,MXN,105899.8,65.0,1629.2,19.367272,-99.142193,No
apartment,BenitoJuarez,MXN,136984.8,80.0,1712.3,19.367424,-99.185753,No
house,MiguelHidalgo,USD,787000.0,545.0,1444.0,19.407269,-99.190754,Yes
apartment,MiguelHidalgo,MXN,2371454.0,260.0,9121.0,19.4282852,-99.1831702,No
apartment,BenitoJuarez,MXN,178637.3,101.0,1768.7,19.364967,-99.1428406,No
apartment,Iztacalco,MXN,58165.9,49.0,1187.1,19.402752,-99.098587,No
apartment,BenitoJuarez,MXN,581796.7,221.0,2632.6,19.3928136,-99.1738213,No
apartment,MiguelHidalgo,MXN,44572.8,92.0,484.5,19.45756,-99.194748,No
apartment,BenitoJuarez,MXN,92023.2,70.0,1314.6,19.36237,-99.143951,No
house,Azcapotzalco,MXN,37398.6,70.0,534.3,19.4837998624,-99.1728876828,No
apartment,Cuajimalpa,USD,835000.0,440.0,1897.7,19.3879597,-99.2528871,No
house,Tlalpan,MXN,300384.2,473.0,635.1,19.2871799,-99.1852207,Yes
apartment,BenitoJuarez,MXN,226605.6,120.0,1888.4,19.3928144,-99.1754763,No
house,AlvaroObregon,MXN,168636.7,120.0,1405.3,19.352972,-99.238373,No
apartment,Cuauhtemoc,MXN,258416.7,81.0,3190.3,19.414899,-99.160114,No
house,Cuauhtemoc,MXN,248230.3,319.0,778.2,19.411685,-99.166322,No
apartment,GustavoAMadero,MXN,59746.5,80.0,746.8,19.524702,-99.149456,No
apartment,MiguelHidalgo,MXN,31988.3,60.0,533.1,19.441879,-99.167819,No
apartment,Tlahuac,MXN,42849.9,65.0,659.2,19.270566,-99.004846,No
apartment,Cuauhtemoc,MXN,100104.3,210.0,476.7,19.439253,-99.163605,No
apartment,Cuauhtemoc,MXN,184446.4,54.0,3415.7,19.435357,-99.148312,No
apartment,Cuauhtemoc,MXN,271689.6,112.0,2425.8,19.405298,-99.164986,No
apartment,Azcapotzalco,MXN,29438.4,65.0,452.9,19.492195,-99.182526,No
apartment,BenitoJuarez,MXN,57691.7,65.0,887.6,19.376456,-99.145563,No
apartment,Cuajimalpa,USD,1500000.0,325.0,4615.4,19.3619852,-99.2663861,No
apartment,Cuauhtemoc,MXN,50052.2,89.0,562.4,19.411528,-99.16166,No
apartment,Cuauhtemoc,MXN,81669.1,95.0,859.7,19.429421,-99.145421,No
house,AlvaroObregon,MXN,553339.3,405.0,1366.3,19.3396738,-99.2373028,No
apartment,Iztapalapa,MXN,27923.8,60.0,465.4,19.37523,-99.029776,No
apartment,Tlalpan,MXN,50052.2,100.0,500.5,19.28008,-99.217066,No
apartment,Iztacalco,MXN,54267.1,75.0,723.6,19.400165,-99.135621,No
house,Tlalpan,MXN,526989.8,358.0,1472.0,19.2793586,-99.1523415,No
apartment,VenustianoCarranza,MXN,36269.3,60.0,604.5,19.452689,-99.117987,No
house,Azcapotzalco,MXN,179134.0,260.0,689.0,19.48527,-99.200287,No
house,Cuauhtemoc,MXN,330923.8,163.0,2030.2,19.441733,-99.161653,No
apartment,Cuajimalpa,USD,850000.0,365.0,2328.8,19.390415,-99.254997,No
apartment,Cuauhtemoc,MXN,39251.4,60.0,654.2,19.454722,-99.1573,No
house,Iztapalapa,MXN,18494.0,42.0,440.3,23.634501,-102.552788,No
apartment,Cuauhtemoc,USD,449000.0,118.0,3805.1,19.426753,-99.1618449,No
house,MiguelHidalgo,USD,750000.0,485.0,1546.4,19.401079,-99.24807,Yes
house,Coyoacan,MXN,52699.0,72.0,731.9,19.350214,-99.162146,Yes
apartment,Cuajimalpa,USD,1100000.0,400.0,2750.0,19.387762,-99.252596,No
apartment,Cuauhtemoc,MXN,55847.7,67.0,833.5,19.407816,-99.129707,No
apartment,MiguelHidalgo,MXN,194940.0,97.0,2009.7,19.402319,-99.182258,No
apartment,BenitoJuarez,MXN,492618.6,159.0,3098.2,19.3773972108,-99.1751153024,No
house,Cuauhtemoc,MXN,711267.5,269.0,2644.1,19.415013,-99.175489,No
apartment,Coyoacan,MXN,106036.8,65.0,1631.3,19.307297,-99.163102,No
house,Coyoacan,MXN,167266.6,198.0,844.8,19.328833,-99.133163,No
apartment,AlvaroObregon,MXN,299066.7,133.0,2248.6,19.390806,-99.195413,No
apartment,MiguelHidalgo,USD,750000.0,210.0,3571.4,19.432973,-99.186002,No
apartment,MiguelHidalgo,MXN,394621.8,100.0,3946.2,19.2464696,-99.1013498,No
house,AlvaroObregon,MXN,753595.4,825.0,913.4,19.3401871,-99.2541622,Yes
house,Tlalpan,MXN,1159102.6,1000.0,1159.1,19.276928,-99.212976,No
house,AlvaroObregon,MXN,49999.5,70.0,714.3,19.357464,-99.207909,No
apartment,Coyoacan,MXN,35511.1,65.0,546.3,19.351371,-99.161529,No
apartment,Azcapotzalco,MXN,40041.7,66.0,606.7,19.474655,-99.189277,No
apartment,BenitoJuarez,MXN,192305.7,110.0,1748.2,19.371267,-99.152389,No
apartment,BenitoJuarez,MXN,221681.0,116.0,1911.0,19.403334,-99.157755,No
house,AlvaroObregon,MXN,1159377.5,779.0,1488.3,19.3138772,-99.2098656,Yes
house,Iztapalapa,MXN,86932.7,261.0,333.1,19.336012,-99.02182,No
apartment,Tlalpan,MXN,40645.8,70.0,580.7,19.2012003,-99.1309801,No
house,MagdalenaContreras,MXN,326733.7,296.0,1103.8,19.3259828,-99.232616,Yes
apartment,GustavoAMadero,MXN,20005.4,43.0,465.2,19.534109,-99.145271,No
house,BenitoJuarez,MXN,537529.6,255.0,2108.0,19.362864,-99.173988,No
apartment,GustavoAMadero,MXN,47391.8,85.0,557.6,19.473415,-99.143539,No
apartment,MiguelHidalgo,MXN,41797.9,120.0,348.3,19.452704,-99.190092,No
apartment,BenitoJuarez,MXN,142253.5,90.0,1580.6,19.376541,-99.180214,No
house,AlvaroObregon,MXN,434940.5,4687.0,92.8,19.341894,-99.224525,Yes
house,Coyoacan,MXN,330080.8,180.0,1833.8,19.336697,-99.152534,Yes
apartment,BenitoJuarez,MXN,149576.9,79.0,1893.4,23.634501,-102.552788,No
apartment,BenitoJuarez,MXN,138334.8,78.0,1773.5,19.401934,-99.137768,No
apartment,AlvaroObregon,MXN,242357.8,112.0,2163.9,19.320576,-99.20929,No
apartment,BenitoJuarez,MXN,124867.0,60.0,2081.1,19.3653898,-99.1895591,No
apartment,Iztacalco,MXN,23497.9,70.0,335.7,19.392349,-99.07093,No
apartment,Coyoacan,MXN,46048.0,65.0,708.4,19.365478,-99.19662,No
apartment,BenitoJuarez,MXN,44783.5,70.0,639.8,19.392156,-99.16403,No
house,Iztacalco,MXN,97493.1,300.0,325.0,19.391953,-99.108269,No
apartment,MiguelHidalgo,USD,900000.0,270.0,3333.3,19.430925,-99.209978,No
apartment,AlvaroObregon,MXN,289844.4,108.0,2683.7,19.3863928,-99.2255625,No
house,Coyoacan,MXN,94308.8,100.0,943.1,19.344657,-99.128269,No
house,Iztacalco,MXN,137017.3,280.0,489.3,23.634501,-102.552788,No
apartment,Tlahuac,MXN,54049.8,63.0,857.9,19.2953472868,-99.0427565575,No
apartment,Cuauhtemoc,MXN,107445.3,70.0,1534.9,19.408904,-99.174556,No
house,Cuauhtemoc,MXN,136984.8,255.0,537.2,19.411581,-99.150403,No
apartment,MiguelHidalgo,MXN,72314.8,90.0,803.5,19.445816,-99.170462,No
house,Iztapalapa,MXN,107709.6,211.0,510.5,19.342083,-99.0532159,No
apartment,Cuauhtemoc,MXN,29465.8,50.0,589.3,19.445442,-99.148107,No
apartment,Cuauhtemoc,MXN,104319.2,80.0,1304.0,19.430141,-99.172536,No
apartment,VenustianoCarranza,MXN,38472.4,65.0,591.9,19.40814,-99.107474,No
apartment,VenustianoCarranza,MXN,31980.7,56.0,571.1,19.4258822217,-99.0609741211,No
apartment,BenitoJuarez,MXN,237089.2,160.0,1481.8,19.394073,-99.153915,No
apartment,BenitoJuarez,MXN,147522.2,80.0,1844.0,19.378338,-99.169429,No
store,Cuauhtemoc,MXN,52066.7,25.0,2082.7,19.441903,-99.165489,No
apartment,AlvaroObregon,MXN,309585.8,105.0,2948.4,19.355921,-99.180214,No
apartment,BenitoJuarez,MXN,131716.2,127.0,1037.1,19.390748,-99.158695,No
apartment,Iztapalapa,MXN,26349.5,44.0,598.9,19.359004,-99.092622,No
apartment,AlvaroObregon,MXN,23870.6,70.0,341.0,19.366252,-99.199894,No
apartment,MiguelHidalgo,MXN,55847.7,90.0,620.5,19.455431,-99.204728,No
apartment,BenitoJuarez,MXN,247948.7,90.0,2755.0,19.3797151,-99.1677132,No
house,Cuauhtemoc,MXN,182084.5,200.0,910.4,19.4118276141,-99.1341233253,No
apartment,BenitoJuarez,MXN,71653.6,10.0,7165.4,19.391819,-99.188639,No
apartment,GustavoAMadero,MXN,23181.6,80.0,289.8,19.527836,-99.169827,No
apartment,Iztapalapa,MXN,36494.1,70.0,521.3,19.329989,-99.085524,No
house,Iztacalco,MXN,64224.8,124.0,517.9,19.384134,-99.119347,No
house,GustavoAMadero,MXN,108376.1,127.0,853.4,19.4677024081,-99.0704275668,No
house,Coyoacan,MXN,167226.9,198.0,844.6,19.309402,-99.103297,No
house,Coyoacan,MXN,130662.5,223.0,585.9,23.634501,-102.552788,No
apartment,BenitoJuarez,MXN,143701.4,85.0,1690.6,19.3837656746,-99.1911919601,No
apartment,BenitoJuarez,MXN,194940.0,85.0,2293.4,19.361081,-99.163692,No
apartment,Iztapalapa,MXN,20758.5,60.0,346.0,19.359004,-99.092622,No
house,Azcapotzalco,MXN,152827.0,144.0,1061.3,19.484102,-99.18436,No
apartment,Coyoacan,MXN,46902.1,100.0,469.0,19.306655,-99.126951,No
apartment,MiguelHidalgo,MXN,61116.3,90.0,679.1,19.437841,-99.220367,No
house,Iztapalapa,MXN,55175.8,154.0,358.3,19.339703,-99.015975,No
apartment,BenitoJuarez,MXN,81242.6,60.0,1354.0,19.395511,-99.184236,No
apartment,BenitoJuarez,MXN,57733.8,85.0,679.2,19.376456,-99.145563,No
apartment,AlvaroObregon,MXN,46469.5,80.0,580.9,19.363542,-99.224084,No
apartment,MiguelHidalgo,MXN,289248.8,90.0,3213.9,19.444444,-99.204922,No
house,Tlalpan,MXN,312504.9,260.0,1201.9,19.279039,-99.142159,No
house,Tlalpan,MXN,342543.4,256.0,1338.1,19.284672,-99.220367,No
apartment,Cuauhtemoc,MXN,39341.0,46.0,855.2,19.446,-99.136478,No
house,Azcapotzalco,MXN,133612.9,140.0,954.4,19.46646,-99.16088,No
house,Xochimilco,MXN,679655.6,670.0,1014.4,19.276775,-99.137883,No
apartment,Cuauhtemoc,MXN,21109.7,50.0,422.2,19.418844,-99.132357,No
apartment,MiguelHidalgo,MXN,484830.6,100.0,4848.3,19.4380266,-99.1885632,No
apartment,Cuauhtemoc,MXN,563845.5,141.0,3998.9,19.4080772367,-99.1829415411,No
apartment,Azcapotzalco,MXN,93430.7,90.0,1038.1,19.498877,-99.207909,No
house,VenustianoCarranza,MXN,93065.4,250.0,372.3,19.418775,-99.096242,No
apartment,BenitoJuarez,MXN,142287.2,90.0,1581.0,19.380747,-99.155304,No
apartment,GustavoAMadero,MXN,34387.4,67.0,513.2,19.527836,-99.169827,No
apartment,BenitoJuarez,MXN,131813.3,64.0,2059.6,19.3731987,-99.1469564,No
apartment,Cuajimalpa,USD,700000.0,315.0,2222.2,19.390415,-99.254997,No
apartment,Cuauhtemoc,MXN,354053.2,180.0,1967.0,19.405298,-99.164986,No
apartment,AlvaroObregon,MXN,87248.8,65.0,1342.3,19.393568,-99.186143,No
house,Coyoacan,MXN,127496.4,300.0,425.0,19.31782,-99.132469,No
apartment,BenitoJuarez,MXN,131220.4,95.0,1381.3,19.3689391,-99.1492685,No
apartment,GustavoAMadero,MXN,59746.5,87.0,686.7,19.523007,-99.145801,No
apartment,BenitoJuarez,MXN,200208.6,180.0,1112.3,19.39365,-99.14769,No
apartment,MiguelHidalgo,USD,4200000.0,800.0,5250.0,19.400524,-99.230064,No
apartment,AlvaroObregon,MXN,200256.1,76.0,2634.9,19.360821,-99.257774,No
apartment,BenitoJuarez,MXN,120125.2,75.0,1601.7,19.399818,-99.150869,No
apartment,BenitoJuarez,MXN,147522.2,89.0,1657.6,19.381729,-99.164986,No
house,Tlalpan,MXN,882498.6,300.0,2941.7,19.2790911,-99.2114234,No
apartment,GustavoAMadero,MXN,32138.8,75.0,428.5,19.505199,-99.155991,No
apartment,MiguelHidalgo,USD,1550000.0,400.0,3875.0,19.407269,-99.190754,No
apartment,Iztacalco,MXN,35835.3,50.0,716.7,19.4126732,-99.0687015,No
house,MagdalenaContreras,MXN,260798.1,185.0,1409.7,19.300819,-99.240702,No
house,AlvaroObregon,MXN,751425.2,410.0,1832.7,19.390806,-99.195413,No
apartment,BenitoJuarez,MXN,341027.2,170.0,2006.0,19.38724,-99.167509,No
apartment,GustavoAMadero,MXN,39514.9,60.0,658.6,19.527513,-99.1518421,No
apartment,BenitoJuarez,MXN,81261.8,90.0,902.9,19.363254,-99.174611,No
house,Cuajimalpa,MXN,105373.0,100.0,1053.7,19.346647,-99.275787,No
apartment,AlvaroObregon,MXN,84825.2,80.0,1060.3,19.367943,-99.218478,No
apartment,BenitoJuarez,MXN,229240.6,135.0,1698.1,19.3904204,-99.1620325,No
apartment,VenustianoCarranza,MXN,44520.1,10.0,4452.0,19.41973,-99.111403,No
house,Cuajimalpa,MXN,260859.9,220.0,1185.7,19.364531,-99.296573,No
house,Tlalpan,MXN,147785.6,219.0,674.8,19.1942861,-99.1419659,No
apartment,BenitoJuarez,MXN,77976.0,67.0,1163.8,19.392025,-99.135302,No
apartment,Coyoacan,MXN,80610.3,70.0,1151.6,19.334582,-99.176832,No
apartment,Cuauhtemoc,MXN,421491.9,160.0,2634.3,19.4345167112,-99.1521302236,No
apartment,BenitoJuarez,MXN,142253.5,100.0,1422.5,19.373759,-99.179762,No
apartment,BenitoJuarez,MXN,131747.4,252.0,522.8,19.381061,-99.157632,No
house,Iztacalco,MXN,57849.8,80.0,723.1,19.395901,-99.097612,No
apartment,Azcapotzalco,MXN,42722.8,80.0,534.0,19.477396,-99.150992,No
apartment,VenustianoCarranza,MXN,58657.7,70.0,838.0,19.452365,-99.124572,No
apartment,MiguelHidalgo,MXN,816834.2,197.0,4146.4,19.4330124,-99.1998014,No
house,Tlalpan,MXN,49525.3,90.0,550.3,19.281892,-99.228522,No
apartment,BenitoJuarez,MXN,412477.2,132.0,3124.8,19.385861,-99.171545,No
apartment,Cuajimalpa,USD,454173.0,126.0,3604.5,19.35735,-99.299792,No
apartment,Coyoacan,MXN,106953.6,65.0,1645.4,19.328957,-99.13956,No
apartment,MiguelHidalgo,MXN,1053729.7,303.0,3477.7,19.401079,-99.24807,No
apartment,Iztapalapa,MXN,42423.2,57.0,744.3,19.369859,-99.135812,No
house,MiguelHidalgo,MXN,71653.6,90.0,796.2,19.396328,-99.187016,No
apartment,VenustianoCarranza,MXN,89567.0,72.0,1244.0,19.427443,-99.096555,No
apartment,MiguelHidalgo,MXN,218462.7,163.0,1340.3,19.432468,-99.204349,No
apartment,Cuauhtemoc,MXN,108302.3,68.0,1592.7,19.446829,-99.159454,No
apartment,BenitoJuarez,MXN,163328.1,110.0,1484.8,19.368475,-99.17952,No
apartment,GustavoAMadero,MXN,42243.5,70.0,603.5,19.470272,-99.089988,No
apartment,AlvaroObregon,MXN,99114.1,67.0,1479.3,19.3833145,-99.1971532,No
apartment,MiguelHidalgo,MXN,553208.1,245.0,2258.0,19.431294,-99.202117,No
apartment,BenitoJuarez,MXN,284574.5,130.0,2189.0,19.3755039,-99.1630337,No
house,AlvaroObregon,MXN,358353.0,183.0,1958.2,19.3392293,-99.2189838,No
apartment,Cuauhtemoc,MXN,53353.9,60.0,889.2,19.443031,-99.162435,No
apartment,Cuajimalpa,MXN,210795.9,96.0,2195.8,19.35735,-99.299792,No
apartment,AlvaroObregon,MXN,113275.9,58.0,1953.0,19.389454,-99.19226,No
apartment,Tlalpan,MXN,94835.7,117.0,810.6,19.285735,-99.230198,No
apartment,MiguelHidalgo,MXN,42169.7,673.0,62.7,19.407269,-99.190754,Yes
house,Coyoacan,MXN,684924.3,480.0,1426.9,19.343561,-99.165392,No
apartment,BenitoJuarez,MXN,65682.4,60.0,1094.7,19.373281,-99.160485,No
apartment,BenitoJuarez,MXN,127764.7,96.0,1330.9,19.374171,-99.181264,No
house,AlvaroObregon,MXN,1001043.2,690.0,1450.8,19.3715327,-99.2466824,No
apartment,BenitoJuarez,MXN,174140.4,120.0,1451.2,19.394073,-99.153915,No
house,Tlalpan,MXN,97795.6,130.0,752.3,19.281164,-99.20237,Yes
apartment,MiguelHidalgo,USD,395000.0,120.0,3291.7,19.407269,-99.190754,No
house,BenitoJuarez,MXN,246994.2,300.0,823.3,19.379717,-99.15226,No
apartment,Tlalpan,MXN,69546.2,65.0,1069.9,19.278375,-99.199531,No
apartment,AlvaroObregon,MXN,163328.1,79.0,2067.4,19.3339958,-99.2375001,No
house,Coyoacan,MXN,122021.9,80.0,1525.3,19.328833,-99.133163,No
apartment,BenitoJuarez,MXN,267399.7,91.0,2938.5,19.3902488,-99.1772868,No
