property_type,places,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,latitude,longitude
apartment,BenitoJuarez,4506600.0,MXN,4465831.9,237436.9,117.0,117.0,2029.4,38517.9,19.3978,-99.175813
house,VenustianoCarranza,5678673.0,MXN,5628636.6,299260.3,350.0,350.0,855.0,16224.8,19.423249,-99.114297
house,Iztapalapa,2000000.0,MXN,1981907.3,105373.0,130.0,130.0,810.6,15245.4,19.3433456,-99.0233065
apartment,Tlahuac,360000.0,MXN,356827.9,18971.6,56.0,56.0,338.8,6428.6,19.301945,-99.0495332
house,Tlalpan,1596000.0,MXN,1581562.0,84087.6,100.0,100.0,840.9,15960.0,19.26723,-99.155769
apartment,BenitoJuarez,1500000.0,MXN,1486430.5,79029.7,100.0,100.0,790.3,15000.0,23.634501,-102.552788
house,Coyoacan,2810000.0,MXN,2784579.8,148049.0,70.0,70.0,2115.0,40142.9,19.316264,-99.131627
apartment,Tlahuac,621864.0,MXN,616238.3,32763.8,60.0,60.0,546.1,10364.4,19.29312,-99.052935
apartment,GustavoAMadero,3550000.0,MXN,3517885.6,187037.0,120.0,120.0,1558.6,29583.3,19.498335,-99.131701
house,AlvaroObregon,741000.0,MXN,734470.8,39049.9,150.0,150.0,260.3,4940.0,19.380474,-99.245664
house,Coyoacan,2440000.0,MXN,2417927.1,128555.0,210.0,210.0,612.2,11619.0,19.335068,-99.138237
house,MagdalenaContreras,8730909.0,MXN,10751847.6,571648.3,407.5,440.0,1400.5,26582.3,19.315096,-99.261279
house,AlvaroObregon,6006196.0,MXN,5953273.8,316520.4,260.0,260.0,1217.4,23100.8,19.338718,-99.252605
apartment,MiguelHidalgo,8730909.0,MXN,10751847.6,571648.3,225.0,225.0,3751.7,63227.2,19.426538,-99.223946
apartment,BenitoJuarez,1260000.0,MXN,1248601.5,66385.0,80.0,80.0,829.8,15750.0,19.36269,-99.150565
apartment,Cuauhtemoc,1819200.0,MXN,1802743.0,95847.2,130.0,130.0,737.3,13993.8,19.441733,-99.161653
apartment,Iztapalapa,624667.0,MXN,619015.9,32911.5,54.0,54.0,609.5,11567.9,19.324947,-99.083468
house,AlvaroObregon,3400000.0,USD,10751847.6,571648.3,407.5,440.0,3671.7,3671.7,19.320661,-99.204251
house,BenitoJuarez,2425970.0,MXN,2404023.8,127815.8,371.0,371.0,344.5,6539.0,19.401406,-99.156836
apartment,BenitoJuarez,1360000.0,MXN,1348016.7,71670.6,80.0,80.0,895.9,17000.0,19.391834,-99.188695
apartment,AlvaroObregon,1470000.0,MXN,1456702.0,77449.1,50.0,50.0,1549.0,29400.0,19.360367,-99.192614
apartment,BenitoJuarez,6895458.0,MXN,6833079.7,363297.4,155.0,155.0,2343.9,44486.8,19.39365,-99.14769
apartment,BenitoJuarez,5990000.0,MXN,5935812.7,315592.0,70.0,70.0,3751.7,63227.2,19.388433,-99.175962
apartment,MiguelHidalgo,4600000.0,MXN,4559468.0,242415.3,170.0,170.0,1426.0,27058.8,19.400249,-99.177444
apartment,GustavoAMadero,1150000.0,MXN,1139596.7,60589.4,52.0,52.0,1165.2,22115.4,19.469681,-99.086136
apartment,BenitoJuarez,696437.0,MXN,690136.7,36692.8,60.0,60.0,611.5,11607.3,19.392025,-99.135302
apartment,Tlahuac,644000.0,MXN,638174.1,33930.1,60.0,60.0,565.5,10733.3,19.301945,-99.049533
apartment,AlvaroObregon,2898000.0,MXN,2871783.9,152685.4,64.0,64.0,2385.7,45281.2,19.379134,-99.253631
apartment,Cuauhtemoc,692000.0,MXN,685739.8,36459.0,70.0,70.0,520.8,9885.7,19.415143,-99.14685
apartment,GustavoAMadero,650000.0,MXN,644272.6,34254.3,60.0,60.0,570.9,10833.3,19.524143,-99.160149
house,Azcapotzalco,2920000.0,MXN,2893584.8,153844.5,175.0,175.0,879.1,16685.7,19.489815,-99.206729
apartment,BenitoJuarez,1360000.0,MXN,1347696.9,71653.6,70.0,70.0,1023.6,19428.6,19.393257,-99.157113
apartment,BenitoJuarez,2830000.0,MXN,2804398.9,149102.7,95.0,95.0,1569.5,29789.5,19.39945,-99.164717
apartment,AlvaroObregon,1722000.0,MXN,1706422.2,90726.1,91.0,91.0,997.0,18923.1,19.336195,-99.23692
apartment,MiguelHidalgo,1163000.0,MXN,1152752.5,61288.9,80.0,80.0,766.1,14537.5,19.410419,-99.194748
apartment,MiguelHidalgo,4850000.0,MXN,4806125.5,255529.4,60.0,60.0,3751.7,63227.2,19.4374246,-99.1905651
house,Tlalpan,8730909.0,MXN,10751847.6,571648.3,407.5,440.0,1621.1,30769.2,19.303358,-99.203
house,AlvaroObregon,8730909.0,MXN,10751847.6,571648.3,177.0,400.0,3751.7,33750.0,19.3559202,-99.1802147
apartment,Cuauhtemoc,2450000.0,MXN,2428412.3,129112.5,136.0,136.0,949.4,18014.7,19.416616,-99.160027
apartment,GustavoAMadero,807120.0,MXN,799818.5,42524.3,60.0,60.0,708.7,13452.0,19.479793,-99.100174
apartment,Cuajimalpa,8730909.0,MXN,10751847.6,571648.3,205.0,205.0,3192.5,60579.5,19.3577935962,-99.2744779587
apartment,BenitoJuarez,1004878.0,MXN,995787.4,52943.5,80.0,80.0,661.8,12561.0,19.400785,-99.147419
house,Coyoacan,7900000.0,MXN,7828534.4,416223.2,177.0,340.0,2351.5,23235.3,19.353813,-99.163605
apartment,MiguelHidalgo,2501000.0,MXN,2478962.9,131800.1,90.0,90.0,1464.4,27788.9,19.434723,-99.175887
house,AlvaroObregon,8730909.0,MXN,10751847.6,571648.3,400.0,400.0,1514.7,28750.0,19.343294,-99.240456
apartment,Azcapotzalco,1039333.0,MXN,1029930.9,54758.8,66.0,66.0,829.7,15747.5,19.497521,-99.203979
apartment,MiguelHidalgo,751000.0,MXN,744206.1,39567.5,59.0,59.0,670.6,12728.8,19.45789,-99.20016
apartment,BenitoJuarez,2557700.0,MXN,2534562.2,134756.2,73.0,73.0,1846.0,35037.0,19.364891,-99.148384
apartment,Iztapalapa,330000.0,MXN,327014.5,17386.5,48.0,48.0,362.2,6875.0,19.363469,-99.010141
apartment,Xochimilco,1750000.0,MXN,1734168.9,92201.3,90.0,90.0,1024.5,19444.4,19.260421,-99.120697
house,MagdalenaContreras,6500000.0,MXN,6441199.2,342462.1,229.0,229.0,1495.5,28384.3,19.318155,-99.220718
apartment,BenitoJuarez,1169691.0,MXN,1159384.5,61641.5,75.0,75.0,821.9,15595.9,19.39942,-99.141673
apartment,BenitoJuarez,2506666.0,MXN,2484579.0,132098.7,90.0,90.0,1467.8,27851.8,19.395261,-99.153153
house,GustavoAMadero,1195333.0,MXN,1184519.6,62977.9,257.0,257.0,245.1,4651.1,19.497346,-99.089531
apartment,MiguelHidalgo,4995400.0,MXN,4950210.2,263190.1,87.0,87.0,3025.2,57418.4,19.436516,-99.173988
apartment,Iztapalapa,510000.0,MXN,519245.5,27607.0,48.0,48.0,575.1,10625.0,19.393751,-99.049999
house,Iztacalco,2415000.0,MXN,2393153.1,127237.8,274.0,274.0,464.4,8813.9,19.377089,-99.125557
apartment,Cuauhtemoc,999600.0,MXN,990557.2,52665.4,45.0,45.0,1170.3,22213.3,19.416979,-99.144176
house,Cuauhtemoc,2580000.0,MXN,2557266.8,135963.4,385.0,385.0,353.2,6701.3,19.410687,-99.138477
apartment,BenitoJuarez,1113003.0,MXN,1102934.4,58640.2,50.0,50.0,1172.8,22260.1,19.365843,-99.149901
apartment,AlvaroObregon,3420000.0,MXN,3389061.7,180187.8,126.0,126.0,1430.1,27142.9,19.365686,-99.263209
apartment,AlvaroObregon,1050000.0,MXN,1040501.3,55320.8,71.0,71.0,779.2,14788.7,19.36678,-99.21145
apartment,Coyoacan,754900.0,MXN,748070.8,39773.0,70.0,70.0,568.2,10784.3,19.323772,-99.116562
apartment,Cuajimalpa,1915000.0,MXN,1897676.3,100894.6,80.0,80.0,1261.2,23937.5,19.355751,-99.299347
apartment,BenitoJuarez,2995000.0,MXN,3049295.0,162123.2,145.0,64.0,1118.1,46796.9,19.3638234,-99.1444714
apartment,Tlalpan,2590000.0,MXN,2566570.1,136458.0,100.0,100.0,1364.6,25900.0,19.295665,-99.132282
apartment,Cuauhtemoc,4500000.0,MXN,4459291.6,237089.2,64.0,64.0,3704.5,63227.2,19.436024,-99.15461
house,Coyoacan,6750000.0,MXN,6688937.6,355633.8,335.0,335.0,1061.6,20149.3,19.315164,-99.111722
apartment,BenitoJuarez,5100000.0,MXN,5053863.9,268701.1,135.0,135.0,1990.4,37777.8,19.394073,-99.153915
house,AlvaroObregon,2010000.0,MXN,1991817.0,105899.8,200.0,200.0,529.5,10050.0,19.337902,-99.236776
apartment,VenustianoCarranza,1148000.0,MXN,1137614.8,60484.1,65.0,65.0,930.5,17661.5,19.415461,-99.124168
house,AlvaroObregon,4600000.0,MXN,4558387.0,242357.8,350.0,350.0,692.5,13142.9,19.390806,-99.195413
apartment,Iztacalco,1690000.0,MXN,1674711.7,89040.2,70.0,70.0,1272.0,24142.9,19.395058,-99.13078
apartment,AlvaroObregon,8730909.0,MXN,9812768.4,521719.9,184.0,184.0,2835.4,53804.3,19.3556628374,-99.2753872275
house,BenitoJuarez,6000000.0,MXN,5947132.2,316193.9,60.0,185.0,3751.7,32432.4,19.3857490016,-99.1858577728
apartment,Cuajimalpa,6400000.0,MXN,6342103.8,337193.5,110.0,110.0,3065.4,58181.8,19.355751,-99.299347
apartment,Cuauhtemoc,6314000.0,MXN,6256881.7,332662.4,120.0,120.0,2772.2,52616.7,19.405298,-99.164986
apartment,BenitoJuarez,2439076.0,MXN,2417011.3,128506.3,62.0,62.0,2072.7,39339.9,19.39912,-99.141464
apartment,Cuauhtemoc,1154219.0,MXN,1143777.6,60811.7,117.0,117.0,519.8,9865.1,19.441814,-99.156422
apartment,Cuajimalpa,630000.0,USD,10751847.6,571648.3,280.0,280.0,2250.0,2250.0,19.35735,-99.299792
apartment,Coyoacan,390000.0,MXN,386471.8,20547.7,65.0,65.0,316.1,6000.0,19.312223,-99.105454
apartment,Tlalpan,900000.0,MXN,891858.2,47417.8,48.0,48.0,987.9,18750.0,19.27838,-99.199387
house,Azcapotzalco,4500000.0,MXN,4459291.6,237089.2,276.0,144.0,859.0,31250.0,19.473486,-99.185753
apartment,MiguelHidalgo,8730909.0,MXN,10751847.6,571648.3,212.0,212.0,3751.7,63227.2,19.437185,-99.2031466
apartment,Cuauhtemoc,990000.0,MXN,981276.7,52172.0,70.0,70.0,745.3,14142.9,19.428767,-99.1459
house,GustavoAMadero,1560000.0,MXN,1545887.7,82190.9,60.0,60.0,1369.8,26000.0,19.452751,-99.056419
house,AlvaroObregon,6006196.0,MXN,5951862.2,316445.3,200.0,200.0,1582.2,30031.0,19.338886,-99.252586
apartment,GustavoAMadero,200744.0,MXN,198975.1,10579.0,43.0,43.0,246.0,4668.5,19.4782031,-99.1326443
house,AlvaroObregon,3210000.0,MXN,3180961.4,169123.6,80.0,80.0,2114.0,40125.0,19.365271,-99.232466
apartment,BenitoJuarez,1283000.0,MXN,1271393.5,67596.8,60.0,60.0,1126.6,21383.3,19.403309,-99.145494
apartment,Iztapalapa,546000.0,MXN,541060.7,28766.8,66.0,66.0,435.9,8272.7,19.350145,-99.086731
apartment,BenitoJuarez,3500000.0,MXN,3468338.0,184402.7,110.0,110.0,1676.4,31818.2,19.399118,-99.167617
apartment,BenitoJuarez,5141500.0,MXN,5096196.7,270951.8,103.0,103.0,2630.6,49917.5,19.394358,-99.177444
apartment,MiguelHidalgo,1163000.0,MXN,1152479.2,61274.4,60.0,60.0,1021.2,19383.3,19.402944,-99.199727
house,VenustianoCarranza,1850000.0,MXN,1833699.0,97493.1,170.0,400.0,573.5,4625.0,19.4479726,-99.1105131
apartment,BenitoJuarez,3980000.0,MXN,3943995.7,209692.2,108.0,108.0,1941.6,36851.9,19.390031,-99.174182
apartment,Cuauhtemoc,547334.0,MXN,542382.6,28837.1,60.0,60.0,480.6,9122.2,19.453201,-99.132967
house,Tlalpan,1971724.0,MXN,1953887.2,103883.2,150.0,150.0,692.6,13144.8,19.281993,-99.181179
apartment,Cuauhtemoc,858000.0,MXN,850238.2,45205.0,69.0,69.0,655.1,12434.8,19.417636,-99.153292
house,Iztapalapa,1000000.0,MXN,990953.6,52686.5,180.0,180.0,292.7,5555.6,19.388181,-99.081566
house,Cuauhtemoc,4721460.0,MXN,4678748.3,248757.1,90.0,90.0,2764.0,52460.7,19.411699,-99.166247
apartment,Coyoacan,4630350.0,MXN,4714291.5,250646.9,100.0,100.0,2506.5,47142.9,19.30282,-99.164293
house,Iztapalapa,4000000.0,MXN,3964754.9,210795.9,140.0,190.0,1505.7,21052.6,19.3138472,-99.0914512
apartment,Cuauhtemoc,996774.0,MXN,987756.8,52516.5,47.0,47.0,1117.4,21208.0,19.443178,-99.144234
apartment,Cuauhtemoc,836000.0,MXN,828437.3,44045.9,70.0,70.0,629.2,11942.9,19.410215,-99.14595
house,GustavoAMadero,7000000.0,MXN,6936676.0,368805.4,280.0,280.0,1317.2,24773.8,19.503961,-99.1263426
apartment,Cuauhtemoc,7200000.0,MXN,7134866.8,379342.7,145.0,145.0,2616.2,49655.2,19.405298,-99.164986
apartment,BenitoJuarez,5700000.0,MXN,5648436.1,300313.0,214.0,214.0,1403.3,26635.5,19.376589,-99.153107
apartment,Cuauhtemoc,3400000.0,MXN,3369242.6,179134.0,92.0,92.0,1947.1,36956.5,19.405298,-99.164986
apartment,BenitoJuarez,1579000.0,MXN,1564715.8,83192.0,90.0,90.0,924.4,17544.4,19.392814,-99.175476
apartment,VenustianoCarranza,504784.0,MXN,500217.5,26595.3,60.0,60.0,443.3,8413.1,19.409843,-99.125509
apartment,MiguelHidalgo,8730909.0,MXN,10751847.6,571648.3,407.5,440.0,2885.9,28750.0,19.4318149,-99.1940586
apartment,BenitoJuarez,1300000.0,MXN,1288239.7,68492.4,60.0,60.0,1141.5,21666.7,19.362679,-99.171002
apartment,Azcapotzalco,975460.0,MXN,966635.6,51393.6,70.0,70.0,734.2,13935.1,19.48888,-99.179278
apartment,Coyoacan,1402320.0,MXN,1389963.8,73900.8,80.0,80.0,923.8,17529.0,19.334738,-99.176758
apartment,Iztapalapa,727500.0,MXN,720918.7,38329.4,57.0,57.0,672.4,12763.2,19.369859,-99.135812
apartment,VenustianoCarranza,1057000.0,MXN,1047438.0,55689.6,66.0,66.0,843.8,16015.2,19.410412,-99.098521
house,MiguelHidalgo,2300000.0,USD,10751847.6,571648.3,407.5,440.0,2300.0,2300.0,19.430925,-99.209978
apartment,GustavoAMadero,1100000.0,MXN,1090049.1,57955.1,60.0,60.0,965.9,18333.3,19.468775,-99.115636
house,MiguelHidalgo,1500000.0,USD,10751847.6,571648.3,407.5,440.0,1363.6,1500.0,19.4032760464,-99.2538713053
house,Cuajimalpa,7190000.0,MXN,7124957.2,378815.8,165.0,230.0,2295.9,31260.9,19.382275,-99.270241
apartment,BenitoJuarez,2280000.0,MXN,2259374.4,120125.2,91.0,91.0,1320.1,25054.9,19.399815,-99.150806
apartment,BenitoJuarez,3550000.0,MXN,3517885.6,187037.0,68.0,68.0,2750.5,52205.9,19.387388,-99.175554
house,BenitoJuarez,8730909.0,MXN,10751847.6,571648.3,407.5,440.0,922.0,17500.0,19.401294,-99.163168
apartment,BenitoJuarez,4200000.0,MXN,4162005.6,221283.2,127.0,127.0,1742.4,33070.9,19.380987,-99.182164
apartment,GustavoAMadero,899505.0,MXN,891579.1,47403.0,80.0,80.0,592.5,11243.8,19.470215,-99.140075
apartment,Coyoacan,2037000.0,MXN,2018572.6,107322.4,94.0,94.0,1141.7,21670.2,19.305984,-99.127341
apartment,Tlahuac,354913.0,MXN,351702.2,18699.1,44.0,44.0,425.0,8066.2,19.302192,-99.049333
apartment,Tlalpan,3295000.0,MXN,3265966.8,173643.1,101.0,101.0,1719.2,32623.8,19.2753576,-99.1675547
apartment,MiguelHidalgo,1939140.0,USD,10751847.6,571648.3,317.0,250.0,3751.7,7756.6,19.407269,-99.190754
apartment,AlvaroObregon,852607.0,MXN,844894.0,44920.9,95.0,95.0,472.9,8974.8,19.38828,-99.195529
apartment,Cuajimalpa,5500000.0,MXN,5451537.8,289844.4,156.0,156.0,1858.0,35256.4,19.35735,-99.299792
apartment,Coyoacan,844379.0,MXN,836938.9,44497.9,74.0,74.0,601.3,11410.5,19.3223015,-99.1035542
apartment,BenitoJuarez,673000.0,MXN,666911.8,35458.0,63.0,63.0,562.8,10682.5,19.39106,-99.14775
apartment,Cuajimalpa,7477303.0,MXN,7612855.7,404756.1,131.0,131.0,3089.7,58113.4,19.384553,-99.2491233
apartment,VenustianoCarranza,681604.0,MXN,675437.9,35911.3,50.0,50.0,718.2,13632.1,19.41275,-99.126007
apartment,BenitoJuarez,750000.0,MXN,743391.5,39524.2,75.0,75.0,527.0,10000.0,19.38751,-99.142247
apartment,Tlalpan,1850000.0,MXN,1833264.3,97470.0,103.0,103.0,946.3,17961.2,19.270735,-99.175292
house,Tlahuac,2600000.0,MXN,2576479.6,136984.8,90.0,90.0,1522.1,28888.9,19.296993,-98.995972
apartment,BenitoJuarez,2800000.0,MXN,2774670.4,147522.2,67.0,67.0,2201.8,41791.0,19.371992,-99.157853
house,Tlalpan,3100000.0,MXN,3072685.0,163366.8,407.5,440.0,256.5,4866.6,19.298501,-99.167194
apartment,Coyoacan,2200000.0,MXN,2180615.2,115937.8,110.0,110.0,1054.0,20000.0,19.343979,-99.124863
apartment,BenitoJuarez,5710000.0,MXN,5659687.6,300911.2,124.0,124.0,2426.7,46048.4,19.3815906,-99.1653974
apartment,BenitoJuarez,2500000.0,MXN,2477384.1,131716.2,129.0,129.0,1021.1,19379.8,19.403334,-99.157755
apartment,Coyoacan,8730909.0,MXN,10751847.6,571648.3,65.0,65.0,3751.7,63227.2,19.30618,-99.161962
apartment,BenitoJuarez,8176000.0,MXN,8103959.0,430866.8,157.0,157.0,2744.4,52076.4,19.394358,-99.177444
house,Cuajimalpa,1190000.0,MXN,1179514.5,62711.8,132.0,193.0,475.1,6165.8,19.3707369783,-99.294244498
apartment,Iztapalapa,500000.0,MXN,495476.8,26343.2,29.0,29.0,908.4,17085.4,19.337304767,-99.1020441055
house,Tlahuac,661200.0,MXN,655373.9,34844.6,109.0,174.0,319.7,3800.0,19.279188,-99.005989
apartment,AlvaroObregon,647000.0,MXN,641147.0,34088.2,80.0,80.0,426.1,8087.5,19.361385,-99.246689
house,Iztapalapa,1268555.0,MXN,1257377.4,66851.6,140.0,140.0,477.5,9061.1,19.331858,-99.062324
apartment,AlvaroObregon,757073.0,MXN,750224.2,39887.5,80.0,80.0,498.6,9463.4,19.38828,-99.195529
apartment,BenitoJuarez,3650000.0,MXN,3616981.0,192305.7,70.0,70.0,2747.2,52142.9,19.3755039,-99.1630337
house,Iztacalco,1410300.0,MXN,1397873.3,74321.4,200.0,200.0,371.6,7051.5,19.394231,-99.127251
apartment,AlvaroObregon,1643000.0,MXN,1628523.1,86584.4,70.0,70.0,1236.9,23471.4,19.3865508,-99.1937082
apartment,VenustianoCarranza,460000.0,MXN,455838.7,24235.8,58.0,58.0,417.9,7931.0,19.452365,-99.124572
apartment,Cuajimalpa,8730909.0,MXN,10751847.6,571648.3,221.0,221.0,3217.3,61051.0,19.3576316393,-99.2747354507
apartment,BenitoJuarez,960000.0,MXN,951315.5,50579.0,70.0,70.0,722.6,13714.3,19.392185,-99.135357
apartment,Coyoacan,645000.0,MXN,639165.1,33982.8,65.0,65.0,522.8,9923.1,19.323772,-99.116562
house,AlvaroObregon,1092775.0,MXN,1082889.4,57574.5,407.5,440.0,55.3,1048.7,19.349781,-99.226194
apartment,Cuauhtemoc,2800000.0,MXN,2850760.0,151567.6,180.0,180.0,842.0,15555.6,19.407682,-99.172042
apartment,Coyoacan,3360000.0,MXN,3330394.0,177068.6,152.0,152.0,1164.9,22105.3,19.3108788,-99.1386972
apartment,VenustianoCarranza,636000.0,MXN,630246.5,33508.6,65.0,65.0,515.5,9696.1,19.4262059996,-99.060716629
house,AlvaroObregon,8730909.0,MXN,10751847.6,571648.3,407.5,440.0,1475.2,23333.3,19.3559202,-99.1802147
apartment,AlvaroObregon,5633250.0,MXN,5582290.0,296796.1,157.0,157.0,1890.4,35880.6,19.355088,-99.241105
apartment,Iztapalapa,277227.0,MXN,274719.0,14606.1,13.0,44.0,1123.5,6300.6,19.3921653148,-99.0574979782
apartment,Tlalpan,6800000.0,MXN,6740083.3,358353.0,240.0,240.0,1493.1,28333.3,19.301081,-99.216217
house,MiguelHidalgo,8730909.0,USD,10751847.6,571648.3,407.5,440.0,3751.7,63227.2,19.4010793,-99.2480728
apartment,Cuauhtemoc,358000.0,MXN,354761.4,18861.8,63.0,63.0,299.4,5682.5,19.441047,-99.135306
apartment,AlvaroObregon,640000.0,MXN,634210.2,33719.3,70.0,70.0,481.7,9142.9,19.390806,-99.195413
apartment,MiguelHidalgo,967000.0,MXN,958252.1,50947.8,68.0,68.0,749.2,14220.6,19.399461,-99.175182
house,Cuajimalpa,7450000.0,MXN,7382605.2,392514.3,200.0,285.0,1962.6,26140.4,19.355751,-99.299347
apartment,GustavoAMadero,720000.0,MXN,713486.5,37934.3,60.0,60.0,632.2,12000.0,19.4900536,-99.0935504
apartment,MiguelHidalgo,8730909.0,MXN,10751847.6,571648.3,240.0,240.0,3751.7,63227.2,19.429747,-99.18823
apartment,Iztacalco,760480.0,MXN,753600.4,40067.0,63.0,63.0,636.0,12071.1,19.417363,-99.068463
house,Coyoacan,3860000.0,MXN,3825081.2,203369.8,232.0,232.0,876.6,16637.9,19.352605,-99.131212
house,BenitoJuarez,4000000.0,MXN,3964754.9,210795.9,118.0,118.0,1786.4,33898.3,19.371992,-99.157853
apartment,AlvaroObregon,4500000.0,MXN,4459291.6,237089.2,101.0,101.0,2347.4,44554.5,19.341894,-99.224525
apartment,AlvaroObregon,1648589.0,MXN,1633675.3,86858.4,51.0,51.0,1703.1,32325.3,19.386852,-99.194748
apartment,Coyoacan,894500.0,MXN,886618.2,47139.2,75.0,75.0,628.5,11926.7,19.326922,-99.121203
apartment,Cuauhtemoc,1680000.0,MXN,1664802.2,88513.3,55.0,55.0,1609.3,30545.5,19.439253,-99.163605
house,Iztapalapa,5500000.0,MXN,5450245.5,289775.7,190.0,190.0,1525.1,28947.4,23.634501,-102.552788
apartment,Coyoacan,838000.0,MXN,830419.2,44151.3,85.0,85.0,519.4,9858.8,19.350214,-99.162146
apartment,BenitoJuarez,7000000.0,MXN,6938321.0,368892.8,110.0,110.0,3353.6,63227.2,19.395268,-99.175265
apartment,Azcapotzalco,1199000.0,MXN,1188153.4,63171.1,49.0,49.0,1289.2,24469.4,19.484102,-99.18436
house,AlvaroObregon,2900000.0,MXN,2874447.2,152827.0,220.0,220.0,694.7,13181.8,19.345834,-99.236482
apartment,MiguelHidalgo,3500000.0,MXN,3468338.0,184402.7,100.0,100.0,1844.0,35000.0,23.634501,-102.552788
apartment,BenitoJuarez,1860000.0,MXN,1843173.8,97996.8,70.0,70.0,1400.0,26571.4,19.384467,-99.135872
house,Iztacalco,2098300.0,MXN,2079318.0,110552.0,130.0,130.0,850.4,16140.8,19.382139,-99.127632
apartment,BenitoJuarez,2856500.0,MXN,2830659.3,150498.9,96.0,96.0,1567.7,29755.2,19.373306,-99.146919
apartment,Coyoacan,1472000.0,MXN,1459029.7,77572.9,70.0,70.0,1108.2,21028.6,19.309208,-99.171906
apartment,BenitoJuarez,1031050.0,MXN,1021722.7,54322.4,87.0,87.0,624.4,11851.1,19.383446,-99.137643
apartment,Iztacalco,1168000.0,MXN,1157433.9,61537.8,52.0,52.0,1183.4,22461.5,19.392349,-99.07093
apartment,BenitoJuarez,2323333.0,MXN,2302861.4,122437.3,175.0,175.0,699.6,13276.2,19.397686,-99.161395
apartment,BenitoJuarez,3360000.0,MXN,3330394.0,177068.6,102.0,102.0,1736.0,32941.2,19.39912,-99.141464
house,BenitoJuarez,5455666.0,MXN,5407594.6,287508.0,180.0,180.0,1597.3,30309.3,19.3868,-99.18041
apartment,MiguelHidalgo,1180000.0,MXN,1169325.4,62170.0,65.0,65.0,956.5,18153.8,19.411112,-99.193066
apartment,Cuajimalpa,8730909.0,MXN,10751847.6,571648.3,240.0,240.0,2393.4,45416.7,19.390415,-99.254997
apartment,BenitoJuarez,1710000.0,MXN,1694530.7,90093.9,88.0,88.0,1023.8,19431.8,19.369509,-99.172532
apartment,AlvaroObregon,8730909.0,MXN,10751847.6,571648.3,255.0,255.0,2686.6,50980.4,19.3619852,-99.2663861
apartment,AlvaroObregon,6780000.0,MXN,6720259.6,357299.1,146.0,146.0,2447.3,46438.4,19.390806,-99.195413
apartment,MiguelHidalgo,8730909.0,MXN,10751847.6,571648.3,393.0,357.0,1661.4,34705.7,19.4425711213,-99.2028173804
apartment,BenitoJuarez,1460000.0,MXN,1446792.3,76922.3,55.0,55.0,1398.6,26545.5,19.364891,-99.148384
apartment,Cuajimalpa,4800000.0,MXN,4757705.8,252955.1,127.0,127.0,1991.8,37795.3,19.35735,-99.299792
apartment,BenitoJuarez,4500000.0,MXN,4459291.6,237089.2,109.0,109.0,2175.1,41284.4,19.3668017,-99.1724994
house,AlvaroObregon,842038.0,MXN,834420.7,44364.0,90.0,90.0,492.9,9356.0,19.366448,-99.21224
house,Cuauhtemoc,8730909.0,MXN,10751847.6,571648.3,152.0,360.0,3751.7,38888.9,19.41498,-99.177444
apartment,BenitoJuarez,1140000.0,MXN,1129687.2,60062.6,95.0,95.0,632.2,12000.0,19.375412,-99.144234
apartment,VenustianoCarranza,966780.0,MXN,958261.3,50948.3,70.0,70.0,727.8,13811.1,19.445553,-99.097057
apartment,AlvaroObregon,2250000.0,MXN,2229645.7,118544.6,104.0,104.0,1139.9,21634.6,19.377369,-99.198052
house,AlvaroObregon,7100000.0,MXN,7035771.4,374074.0,245.0,245.0,1526.8,28717.4,19.3414129,-99.2290163
apartment,Iztacalco,1100000.0,MXN,1090307.5,57968.9,65.0,65.0,891.8,16923.1,23.634501,-102.552788
apartment,AlvaroObregon,1550000.0,MXN,1536342.4,81683.4,60.0,60.0,1361.4,25833.3,19.3778105,-99.1975082
house,AlvaroObregon,2860000.0,MXN,2834127.6,150683.3,250.0,250.0,602.7,11440.0,19.365175,-99.230064
house,Cuauhtemoc,745295.0,MXN,738727.9,39276.3,407.5,440.0,51.6,979.4,19.44451,-99.162633
apartment,Cuauhtemoc,1464300.0,MXN,1451053.4,77148.8,63.0,63.0,1224.6,23242.9,19.417923,-99.148384
apartment,BenitoJuarez,3160000.0,MXN,3131413.6,166489.3,98.0,98.0,1698.9,32244.9,19.380937,-99.179545
apartment,AlvaroObregon,757073.0,MXN,750402.2,39897.0,90.0,90.0,443.3,8411.9,19.38828,-99.195529
apartment,BenitoJuarez,1500000.0,MXN,1486430.5,79029.7,80.0,80.0,987.9,18750.0,19.370046,-99.146155
apartment,BenitoJuarez,3483333.0,MXN,3451821.7,183524.6,90.0,90.0,2039.2,38703.7,19.390844,-99.164664
apartment,BenitoJuarez,5874000.0,MXN,5822242.4,309553.8,117.0,117.0,2645.8,50205.1,19.394358,-99.177444
apartment,Tlahuac,621863.0,MXN,616237.4,32763.8,65.0,65.0,504.1,9567.1,19.29707,-99.051074
apartment,MiguelHidalgo,596750.0,MXN,591351.5,31440.6,65.0,65.0,483.7,9180.8,19.441879,-99.167819
apartment,Azcapotzalco,2745000.0,MXN,2720167.8,144624.4,80.0,80.0,1807.8,34312.5,19.469769,-99.157379
apartment,VenustianoCarranza,1040000.0,MXN,1030591.8,54793.9,75.0,75.0,730.6,13866.7,19.452255,-99.124703
